place_id,review_id_hash,rating,published_at_date,english_review,sentiment,label
ChIJUSRqP4b3aS4ROB2B4nWv3Tg,8e5fc2fae0c5102f25cdffd86e8d2a1e,1,2023-12-13,"bad service, being kicked out while sitting, the condition for sitting in the smoking area outside the cafe is that you have to buy a drink first",0,1
ChIJtYF-4-n71y0Rhkmb0cnEUKI,9efbbda9cd0e5ebdd0e64ae1121694a3,1,2024-04-12,"When I was eating, there were up to 4 small cockroaches on the table. Had to say it 3 times until the manager came. I hope it doesnt happen again in the future, and I hope your input is accepted",0,1
ChIJnd_r9Bmpei4RgAzOfLx2hZs,d680597184d4b750f8c5c231d721699a,3,2023-12-14,"Visiting De Los On Sunday evening many of De Loss tenants do not sell. A lot of food in one tenancy was also empty. The taste of the grilled chili squid food is good, the price is affordable.",0,1
ChIJSTvU0Heuey4Rt1_tlQo9qM4,79ca8e91f03a4da62c3ffaf5c0b50d86,1,2020-05-12,Service is less than excellent,0,1
ChIJXYJ8PInzaS4RU1bZwd-ZJN8,ceffedff0500e2848195874508dbb2d5,3,2023-05-13,The cashier is rude,0,1
ChIJR1Tt8cheZS4RY6ML9pTf5TA,8f0978bbe9248bf4b3fdcc9067223959,1,2023-05-14,"The seating arrangement is not good. Price is expensive, doesnt match the taste.",0,1
ChIJN9cmvUKzey4R-DvWmzx7S3o,88a9c2f28b26adac5c53b048732235a4,1,2024-01-12,"Its been a really long wait, Ive been waiting for 1 hour even though there are only 4 groups of customers. Not recommended. Please pay more attention, owner of the sugarni lesehan stall, to customer satisfaction",0,1
ChIJ65AXb4aBdy4RIBnaI5TL7kc,577980b417d1f7947005a0680c2b2942,3,2020-05-12,You can choose food that buyers like,0,0
ChIJcWQDB3X3aS4R6EUaNToQqno,c2420fa711068e52b0584322b2e823a2,3,2024-04-10,"The place is nice, especially in the afternoon, but I dont recommend it for food at a fairly pricey price. The meat of the duck confit is tough, and the salmon head doesnt taste fresh, the seasoning is too thick.",0,1
ChIJneF-WjT1aS4RymEdX_1Sg-k,e2658e6a2e6e93a1ac20f140def3fc24,3,2023-06-10,Lots of baby cockroaches on the dining table,0,1
ChIJs7-Td7iKeS4Ru4YRwbAID4c,7a06872cc147bbd58066865f60c2560e,2,2024-04-14,"The waiter was not professional enough, a lot of the menu was finished but the waiter was not informative then ordered 1 portion of the menu but 2 portions came out while one of the menus we ordered didnt come out until we had to argue with the kitchen.",0,1
ChIJRdxw8CqLQS4RVxNOOgyNV-M,b1743d3f04be1330001bfb2dd392cfa2,3,2023-05-14,"The duck tastes salty, the cabbage is dirty, the waiter is not friendly",0,1
ChIJj3Vk5pOBdy4RUNfnMQEPRmM,590656c0e564fe90ba88a35cc4ff0059,3,2024-04-12,"Food variety is okay. The Wagyu menu is okay, soft ivory, the taste is appropriate. The tenderloin was also okay, although it took a long time. However, the standardization of menu offerings still needs to be improved. Bought 3 seafood fried rice, all delivered at different times with different toppings and different portion sizes (some a lot, some a little), some were given crackers, some were not given crackers, I asked the waiter to add crackers, but they werent given yet. until we get home. During Eid it becomes more memorable, so the service should be better. Hopefully my criticism can change the standardization and menu service to be even better",0,1
ChIJ50quZUv1aS4RiXArrJiwjNM,02fe0b75816e3331af6003f653234848,1,2023-05-10,"The AC on the 2nd floor cannot be turned on, the 2nd floor is very hot and Staff not friendly Please fix it please",0,1
ChIJv5uWAaj2aS4Rslv0wfYRRVY,6904eece0244c45167788f9068796747,1,2023-11-10,Food,0,0
ChIJH7_DC3D3aS4RCLMZCDDfwHc,453355ad6315456e8d1d7034bc385b06,1,2023-12-13,"The employees werent very friendly, didnt ask or explain anything",0,1
ChIJBWjcvy1fei4RjI7EoGrSt5w,28fcaa3f14829df8bdfdc8508c56f4de,3,2024-04-12,"The first time I came here, the impression was really bad. I came with a large family - + 17 people. Before coming, my aunt had made a reservation and ordered the menu. I arrived at the place at half past one, the first food didnt come out until about an hour, and the first drink didnt come out until about half an hour. And even then, drink FLAWLESS ICE TEA, friends.   The distance between one food and another is many times the time. Then my aunt ordered an iced drink (I already ordered it when I made the reservation), only to be told that the iced drink was empty after waiting for about 2 hours.   Ive already avoided it. After that it was replaced with coconut ice, but its been a long wait. And what I saw was that the serving was not finished at one table first, but it was as if the chef liked whichever one was served first. The funny thing is, at the Joglo there were about 3 families eating there, and we looked at each other and felt bad because the service was bad.   My big family and I have been waiting until half past 4, almost 4, finally decided to go home. Is all the food out? Oh of course not, mate. There are still 2 or 3 menus that havent come out yet. I also ordered pizza, which pizza takes up to 2 and a half hours to cook?????? Maybe in the future the workflow can be improved. Its a shame that the place is nice even though its so cool and beautiful. Its also a pity that the waiter/waitress got scolded by the customer even though they were only serving, not making. Parking: The car parking location is directly in front of it. Kid-friendliness: Friendly for small children.",0,1
ChIJlYAWhGd91y0R0djkO9EKARM,59cf63156e6a416e801d21b430d8bbf9,3,2022-05-12,pretty good,0,0
ChIJ_fiBMX0HQi4RZUpFYGkyrTA,704fd2a67ae1df631c3f6a9e71e6d19e,3,2020-05-10,"It tastes great, very fresh",0,0
ChIJg-8ZqEcDai4R6QyRbvbMO88,205c50ce5de0d3c207f525d72c0514c8,1,2024-01-10,"The food is nothing special. Everything can be made at home, or you can already find it at other places to eat and it tastes better there.",0,1
ChIJHbjfjvZXei4REkcn_ygNGaA,e3875a38c254c7c7fcde517ba7f28942,1,2024-04-12,Arrived at 16.30 only ordered a drink for 17.30 before breaking the fast.. At 18.24 I only arrived because of protests.. WHAT KIND OF SERVICE IS THIS?,0,1
ChIJy9PH0Jz7ei4RpmTb0SWmG0s,594ef9b625028526858b2bcdd26ba90b,1,2024-04-14,"I think a rating like this is already good, it should be 0.5 if the childrens orders are ignored, its really bad, 4 hours of waiting, youre not full, youre not even disappointed, a lot of food doesnt come, some even cry because theyre fighting over drinks.",0,1
ChIJqeKkeObxaS4Rk-niLg6bM1M,30ac4768cb9b3db59e6b96899076644e,3,2023-06-13,"Standard like coffee shops in general I ordered pasta, it tasted normal. Its obviously salty, its based on Italian seasoning and doesnt taste like it The place is a bit stifling There is no free wifi",0,1
ChIJK1B7daXtaS4RHaFOCZm3zr4,16f4441cb540700eb43fee19e1e39636,1,2024-04-13,Very disappointing,0,1
ChIJhStFvUubZS4Rn1N1Grj3kGY,0c40e2a836a604af479ac32daf1684cb,3,2021-05-11,The meatballs are soft and steady,0,0
ChIJB1LIWJBZei4RPPMSNPapmZA,5c6ea2893275efe460912a1e69fd2023,1,2022-05-12,"Mungkin ekspektasi trll tinggi di awal ya krn excited ada cafe thailand yg harganya oke. Im a big fan of thai food, Tapi trnyata jauh bgt dr ekspektasi... i ordered 2 meals and 1 beverage, honest opinion : Thai tea 1/10 hambar bgt asli gaada rasa thai tea nya samsek , padahal its a thai cafe , thai tea is an essential. (Im a big fan of thai tea, i tried a lot of thai tea bahkan juga i made it by myself , dan it tastes much much much better than this.)the color is pale dan bahkan rasa manispun gaada..  *circle ks thai tea tastes better than this. I mean come on , im so disappointed. Honey sriracha chicken 5/10, ya so so. Nothing special. Pad thai 4/10. Pad thai not supposed to be becek terlalu asam rasanya.. it supposed to taste like pad thai but its not. Seriously, you have to improve the taste and the quality of your food karena its a chaos, mana labelnya adalah thai cafe so you should offer people great taste of thai food i guess.",0,1
ChIJVVZ73u5zaS4R_4y0UE3x7c8,d7aac27058e85f208b5bd28642305999,3,2020-05-14,"For a place to hang out, its quite ok, but the service is less responsive, the waiting time for food is quite long, there is no cross-checking of the food menu that has been ordered.",0,1
ChIJY-c84C351y0RxVQWOr5DOJU,f40213a2bfca3dfaca3237efa52afe15,2,2023-05-12,"Buy 2 mixed ices for 20 thousand or 2 or 40 thousand. I bought 2 and two, didnt give it red sugar and didnt give it sweetened condensed milk. So what kind of fruit do you want to eat? Its not near GPp, its a long way home. So, just eat the fruit. Are you disappointed? Double check. Buy it at On February 5 2023, the one my mother bought was wearing a pink dress. I bought it around 1 in the afternoon.",0,1
ChIJ-zsAQ2O-eS4RaFs8LFvLUlA,eb64c40d024c009e229d598fe32deffb,3,2024-01-14,"The food is actually quite good. But I waited quite a long time for our order, almost around 1 hour. Even the next table who arrived later was served their food first.",0,1
ChIJ64xip17yaS4R8BGLsHTy00M,5af26f56e074d16b3a5568bf492ca3d2,1,2023-10-13,"Jangan Mao makan ayam bakar nya, soalnya ayam haram masih ngutang ayam tempo,di tagih galakan yang ngutang ups",0,1
ChIJ5Xhh-lagei4R1DsphXqW3qU,2ff8c870158503c804c8c26e5ba114c2,3,2023-05-14,"Came during the renovation, the service was friendly",0,0
ChIJIdeGC-BYei4RMULbnWvQ3Sw,7a47adb46889d45ceb45a71eabc88329,2,2024-04-21,Food,0,0
ChIJfeL9_GdBeC4RLwgxgzpXiTM,f772bc118c5760914e0b81b51d796158,1,2024-01-12,"Very long service, price does not match the taste. There were a lot of people here intending to eat together, but instead they annoyed themselves because many of the orders didnt match, as a result, many people asked for wrappers, the note for the spaghetti was too spicy, poor sis, if those who ate the small ones immediately started crying. Sorry, Im just reviewing. Thank You",0,1
ChIJt8ngs_P7aS4R13i7ZMiJGQM,9cc06c9d5b5b7b38813db3ba900c8c59,1,2024-01-14,"Very bad experience, cleanliness & service    ants everywhere  we came 17 December 12pm. Staff(guy) & girl cashier/barista got an attitude, impolite. We have ordered cake and 3 drinks. The 2 LB coffee is too bitter, when my dad asked to add more water to the Coffee, he said Cannot (Her gaseous tone repeats) NOT, Sold, pay need to pay for bottled water.. no Sorry, nothing!! impolite way of talking to customers.. definitely wont be coming back.. OMG. Very bad experience, cleanliness & service    ants everywhere  we came December 17 at 12 noon. The staff (male) & female cashier/barista were NOT COURTEOUS. We have ordered Cake and 3 drinks. The coffee is very bitter. When my father asked if he could add water to his coffee, he immediately said no (Her gaseous tone is repeated) Very harsh. NOT, Sold, have to pay no Sorry rude way of talking to customers.. definitely wont be back.. OMG.",0,1
ChIJC70p-sBZei4R5QDjohpVxt0,7721b08282facbe254acfde2766939d7,1,2024-02-12,"Only this time, the price for buying a drink is separate from the price of the glass. Drink 10k, glass 4k.",0,1
ChIJaUGLHjH5aS4RyvFluJ5rnXo,9d72c00805b3a353cd6e53c6d60edca4,3,2024-05-08,The AC is broken and hasnt been repaired for a long time.,0,1
ChIJ881e6ppfei4RdWyRFBVlT-4,0526b777f3e89705d97b89dab7c196a5,1,2023-05-12,Not friendly at all,0,1
ChIJQ5jhS4kNeC4RxqjvsgfWL8o,55d690e971eeff188b72a643f91f8066,3,2023-11-12,"Its actually delicious, but the koloke chicken and sweet and sour prawns dont look like theyre fresh, theyre not served cold, the suggestion is that if theyve been cooked, at least warm them up again so theyre hot and delicious to eat, and the cap jay doesnt have enough seasoning and the taste is bland, what a shame!",0,1
ChIJ-x9ygO7DaS4R61iHSLwYXJ0,e90133e67f9e41d1a8bb6ce83241a8cb,1,2024-05-10,"This restaurant has very small glass windows, I dont really have any intention of opening a restaurant",0,1
ChIJvXq2FBRXei4R6WxOO9RVzOI,8f2f244a7e8e677c5dbe96a33acd4404,1,2024-02-12,Long process,0,1
ChIJOaXc671Xei4R7j5CJLMrCxU,ebb79236bb10613c12ad1f586630fe75,2,2023-09-12,Poor meals and very slow service. 1 hour to have 5 simple plates (pasta and burgers). And very very expensive for this. Run away !,0,1
ChIJnVJ1aFrxaS4R5RMR4yg-ZfA,5822694600918affe8087aa4deb4eecd,2,2023-12-13,"I went there, IT WAS PERMANENTLY CLOSED. It has changed to a Club with a different name.",0,1
ChIJ18yA-6oXei4RxVlD9xt1lZQ,61fc52f35d8d65e951a2c241f45836b9,1,2023-05-15,"The ice is delicious. So addictingly sweet. Tapiii The seller is not very good. Which is often in the morning. Those who dont wear glasses are already slow, the service is unpleasant, it takes a very long time, service doesnt match the queue.",0,1
ChIJSTtag1Rvei4R1bRrVD2jIyc,fefccea0359bb1315437e92a46aaf49d,3,2023-05-14,"Ive been here twice, the first time the service was okay, nothing but smooth. but the service the second time I came here wasnt great, the employees werent very friendly, it was very different from the first time I came here. Service is important (for me, please introspect yourself), sorry to say I dont think I will come here again.",0,1
ChIJy-bZsOz3aS4R_bOE8n89c64,76130d27e4093934f68c7c65c4b309e7,2,2024-02-13,"Order food and wait 20 minutes with no news, after asking it turns out they werent even aware there was an order that hadnt been done. Poor coordination, even though the place is not crowded.",0,1
ChIJHfndx389ei4Rbm5Pz6pDciQ,2d4750bd63f4fc0e50675271d327e86e,2,2023-05-14,The place is nice for drinking coffee,0,0
ChIJCX3jxGjzaS4RKoofLwp3cVo,e05cde0427f2ebd52dba7bd3e6305627,2,2023-05-13,Makanan khas apa adanya,0,0
ChIJI_ndP6H1aS4RQSurdw7Audk,97a107818c622a33a929bafd646f6486,3,2021-05-13,"The pure cocoa is a little bland, usually its thick and tastes very chocolatey in other places, hopefully it can improve the taste, the one in Kemang pure cocoa is really delicious",0,1
ChIJx5ibS7BF0S0R6i5WZ3zOlcE,172358de2341f689af02a95718059d8f,3,2023-09-14,"From the name, the design is really good, but unfortunately the food is still not up to par. The taste of the hotpot noodles is still a bit off. The taste could be improved further, because the presentation is really good. Havent tried the dumplings yet, maybe thats the special one?",0,1
ChIJ2TBFHI9Zei4RteVKLpjZ3ZM,a93052634875ff643702a0cbd0898fa2,3,2024-03-12,"It took a long time for the food and drinks to arrive, just ordering corn fritters and coffee could take up to 1 hour...",0,1
ChIJgaxuk44p1i0Rls2nixGTfSM,2fb26ba0417096604074931ddedf7f57,1,2024-04-23,"First and last experiences. First comes the good service. Up to 3x orders also for souvenirs. When I got into the rainy car, I was about to go home and my door was banged on because I thought I hadnt paid by shouting. I went back to the store and was informed that the cash register had an error so my purchase was not recorded. All transactions (three times) are all there. Thank you guys.",0,1
ChIJcXgQ8SmLQS4R-qSAREieVIg,3674ceb9b96b10c3a6256a97dffe1b08,1,2023-12-14,"This is I5r4el product,!! So we boycott,",0,1
ChIJlbxsS1L2aS4R8aorQU_lrjA,85bf666c95ddaf029fe58127f129d41d,1,2023-09-10,Located in a housing complex but the concept is live music + open space. Until 1 am the music was still playing very loud and could be heard several blocks away. People screaming are also very annoying. They said it closed at 12 but it was still noisy until after 1 oclock,0,1
ChIJK1km9lP1aS4RJVq9dj4yQIA,eb704fcf8aaf3670d310e902d5631bd9,3,2024-04-22,"Long queue, the place is dirty",0,1
ChIJy8xmlBpZei4RlmMuVoRF2FQ,4d0667c5d10956a3ca3ef66df0539476,1,2024-03-12,"Great chicken, but slow service 20min + Update 2/2/24 Los chicken is no longer at skulen this company is destined to fall. they dont even have a sign out front its completely dirty its completely run down and at Saturday at 2:00 they were turning away me and a huge party of people in front of me saying that we dont have chicken. Well when do you plan on having chicken happy hour on Monday? Its the weekend everybody should have chicken at lunch time. I do not recommend it all of the good reviews were about los ciken, los ciken has left  skulen and chicken is nothing Parking: The guy  who works in the parking lot should be fired. Every time I go, he does nothing, no help, no assistance getting motor or parking. He does not stop traffic. He does not organize the motors. He must be replaced. He is however very quick to take your money. When you go see for yourself.",0,1
ChIJ6al9AyFF0S0RQDx5OxPnJmM,d6e59df53deee9ed975d15e1e5d877c3,1,2024-04-14,"Waited for so long for the fried rice but it hasnt been fried yet! And the other food that has been ordered hasnt been cooked yet, pls",0,1
ChIJk6-cAB33aS4RMPK5yaciEaU,e080eead6426aba6b2cf62233ec280b1,1,2020-05-10,Every afternoon I come here and the boba runs out. Thats exactly what youre looking for. Theres really no stock limit. Its not very clear.,0,1
ChIJ8elhNFz1aS4RwE3OKmyTXDU,4e58b57d3a055e44cd4dc969246b7a1f,3,2023-05-13,Barista did not explain the details of the drink promo. So we as customers can misunderstand the promotion.,0,1
ChIJI73nOzcnQi4RYM9l_vmefEE,ff1291b462b8e93ac04c6d504b1f6232,2,2023-05-10,Stay here,0,0
ChIJcQ5KvDGHcC4RaH8kgE15Jbg,ebfdf86c6661eda224c268db4fee4c3f,1,2023-05-14,no product photos are allowed here. not recommended!,0,1
ChIJi-1ChBQldy4RHji0Lmu7H_g,9389b2b2644b6b801cf7fca665493734,3,2022-05-14,The place is comfortable. Too bad there are no snacks,0,1
ChIJySmkbbL_ei4RCk6cptoAGfs,9e366bdf41f09ced9218c94d0759c1a0,1,2024-04-12,"Its really bad, the tables are dirty, orders take so long that you have to pick them up yourself, plus when theres a power cut there and theres no generator, the coffee doesnt taste good, then again places like this should reduce the use of single-use items (plastic, plastic cups) and not the opposite, I ordered this to be consumed on the spot, but you still have to use a plastic cup (if you order certain things)",0,1
ChIJt7BFRq33aS4RingQH7_Ei8Y,2a8a31319345aa7ff011011ccb4a0d11,1,2023-11-10,"bad food, hot place, rubbish service",0,1
ChIJbz0aWotZei4RAkkzIfKPB9g,4f1cfe4fdafc475415c70b4e6db26e43,2,2023-10-12,"The cafe is not worth it for the size in Jogja, I ordered pizza but what came was pizza-shaped bread with all kinds of strange toppings, the price was expensive, 40 thousand for the size in Jogja, the coffee was also expensive, the cheapest price was 26 thousand, its better to buy it at Family Mart for 15 thousand, I got it, where it was quiet when we came on Saturday afternoon we were the only visitors, overall the price vs quality wasnt worth it",0,1
ChIJv_s8-x2Ddy4Rg0kj1Z4mddo,ab94c259e288208b69eaac514dc6f311,2,2023-05-12,"The place is nice. I just dont like the service. It took a really long time, and the food was already cold before being served it. In fact, most often, our order is given by someone else who has just arrived.",0,1
ChIJIXpmNnop1i0R6v7FAQgs7xg,e661f679b41d477171422482a6c16b9d,3,2023-07-14,The place is pretty okay... but the taste of the food doesnt suit the taste buds...,0,1
ChIJ9yeiWB_3aS4REaX4m7gjLYk,1e18a84ae601c39bb8bdec81650f1923,2,2024-03-10,"Order on orange apk The chicken soup, just too much soup, just a little chicken The fried chicken with chili sauce is not spicy The tempeh mendo is not clear",0,1
ChIJSRTjA2NXeC4RjMw9GiIqqDU,0ba4b5b781a81faae6466d41639e2b76,3,2023-06-14,"Nice place but Ive been here twice and the service is still the same, sometimes even though its very quiet What if its busy hehehe",0,1
ChIJRRd6JLmVaS4RBvXbr-IS9k4,2f7e2833d8db4539221237b9f9d79c8f,3,2023-07-15,Clean toilet. Spacious parking. Menu is fine,0,0
ChIJubiQUTJXeC4R2PJTMTBkJwY,81771c2f235d5b8f77af93202a9074e8,1,2024-04-14,"The place is comfortable, cool, relaxed, classic but elegant. There is a place of worship that is the main thing.",0,0
ChIJgQIB4mSYZS4R_3vUKKYWz60,c758241c4b1dd1640efe0eadd5cee09d,3,2020-05-15,3 first,0,0
ChIJ7zoppZA7aS4RRuuT2aJn3cg,71011ffb08f50db919e33c66ef6802cc,3,2024-04-11,"The employees are really rude, even though Ive been here several times. When he asked for a pen, his answer was very curt. Please let the employees know",0,1
ChIJUzG9M_fzaS4RQRdO6Zrmn-0,a052c63e83d238f91d0fe5f5bc50e240,1,2024-04-13,Very slow service,0,1
ChIJP1VVFTX0aS4RKQ3fZPEVuog,034584145772465795bdcdef80823b03,3,2023-05-10,"Rice + Chicken + Orange Juice costs 48K. Prices are equivalent to KFC chicken and MCD chicken. But in terms of taste it doesnt match the price. The flour tasted bland, hard and there was very little rice. The orange juice is not cold. The place to eat is quite clean.",0,1
ChIJBwy5jl77aS4RDnLk7SS0IFU,799f2ee6138f9bd6aaa0ac1a26c7e126,2,2024-01-10,"At a family wedding, I didnt eat at all, because I ran out of rice. Parking: Its understandable because its in a residential area...",0,1
ChIJ5Xm-2Mz5ei4RDn79DfjBMc4,f71faf6d294cdb2a75f68049bf505dfa,1,2023-10-12,"The presentation took a long time, the crew mostly chatted with each other.",0,1
ChIJc8V_UK0p1i0R5-56HW5Gwfs,22cca4c26549f6e8f5faa93b49f756ba,3,2024-04-14,"Try Kopitom because Im curious every time its busy passing by. Menu ordered: - rawon rice 6/10 = Rp. 28,000 - Laotian fried chicken rice 5/10 = Rp. 30,000 - warm sweet tea 7/10 - warm sweet orange 7/10 The only good thing here is the drinks. Very small pieces of fried chicken (thighs still divided into 2) with spices that dont penetrate the chicken, just normal chili sauce, Rawon is also too salty so its hard to fix the taste. Very spacious place. The shape of the house is classic. Parking is difficult",0,1
ChIJGTjKsc-1aS4RRDgZNP3lNsY,bb199ce0272a0b60c004386aa982a9c9,2,2021-05-11,"Its really stingy to ask for hot water but its not given, the waiter is indifferent. The price is expensive but the coffee is not good, the bread is just ok",0,1
ChIJaS8SGVe_by4Rj64eQLjN1II,06f9cd37be8c9bc44ee723f8fc747575,3,2024-04-14,"Overall the place is nice, comfortable, lots of seating options, spacious too. But the lights often suddenly go out. The service is also good & fast. But the food is just ordinary, the rice is hard. I give a rating for the food 6/10",0,1
ChIJLSm3WS6_by4RxsnYhH4cRqU,766303a46723b5dfb38a6c66a64737a6,2,2022-05-14,Nice,0,0
ChIJRcbmndHzaS4Rr8GTcQJWEg4,efc3dfb62a8dfb4f7cf8901622a3c06e,3,2021-05-13,"I almost got fooled by someone who claimed to be bloated noodles by adding the number 12, but because I had read the previous review, I knew which one was correct. The reviews about the chicken noodle were not very interesting so I tried something else, namely chicken nanking. The price is 65,000, standard for a Chinese restaurant, the taste is delicious, the chicken is crispy, the spices are not too thick, the potatoes are fried just right. The place actually has air conditioning but maybe because its quiet and no one comes, and its raining outside so the air conditioning is turned off, this is better because it means better air ventilation.",0,1
ChIJUQyDGr1Xei4RO5dXFv3bepE,65e0c2a9be07842d5dd99dabd07af833,3,2024-05-12,"After all the hype I heard from my friends about this place, finally I got to try on my recent visit to Yogya. First, I really was surprised with the pricing for all the food presented on the menu, despite hearing those claims already from my friends. There is no where else that I know of that has prices as affordable! Carpaccio, Escargot, Steak, Pasta. These all could be found in the range of 50k - 150k.  Insane! I was really happy with the authenticity of the establishment as well. We came as a group as we ordered a whole bunch of food. The menu was really alluring. When the food came, it was really HUGE PORTION. Most of the menu, the group really enjoyed them. We ordered the soup, pizza, the steak, the appetizer tuna, king prawn special of the day, Seafood pasta, the Duck with potato gratin. Personally, the food were just mostly okay for me. It didnt quite leave any lasting impression for a revisit. Some menu were too salty (potato gratin, king prawn), and the juices were way too diluted. The one that tasted better is probably the Duck. My least favorite is probably the Seafood pasta, it has some artificial taste somehow. My other guess is probably the kitchen was really busy, because its almost full house when we got there, could probably be reason the food isnt as good as the hype for me.",0,1
ChIJoYsD5Hm3aS4R-XYiCOv4AKY,4e9305819c30c0a0173f388583816edd,1,2023-05-11,"Nice but giving a 1 stars cause they have the worse roti bakar and prata in the world. Shoggy roti bakar and the prata taste like dvd disc. Shame so shameful to call yourself a kopitiam branch, haiya",0,1
ChIJae8JGFmeeC4RqkNqRWzoJ2g,6b5f0bc770c639fb81e741a5b97e539e,3,2020-05-14,Exciting,0,0
ChIJi-1ChBQldy4RHji0Lmu7H_g,a86177c05c75e5d6d2a9560a19ecc52c,1,2023-10-14,"The staff are not friendly, the place is dirty, its surprising who gave it 5 stars. Dont give up anymore",0,1
ChIJZRIyrKX1aS4RgHfI6V3U9YI,6c111d4b408f0430cbd61c575997cba3,1,2024-01-10,the service is very slow/unprofessional,0,1
ChIJR7f4XFKwaC4RpFpl2p6OFk0,bfe5a90033397ef8f253d5cde1d94b4f,2,2024-04-11,"The food was really slow, waiting almost 30 minutes.",0,1
ChIJIdR1gv_7aS4RvRsPWb51lvM,ad287005cb6ccd3f6d721603f7bf7472,3,2023-05-10,"The place is quiet, the food prices are too expensive",0,1
ChIJpw57dK_laS4R2b3BBuFHtqs,86898e6939f8dc7ddd2dc79f7f7d788f,2,2022-05-14,great,0,0
ChIJzZy9ocyNQS4RhdVa73usnJ8,ee0551e23890394b582585e0a966817a,1,2020-05-10,"Disappointed with the service price of 26 thousand. And the price of the food menu does not match the exact price paid at the cashier. For example, on the menu the price for potatoes is 16 thousand but when you pay you are given 20 thousand",0,1
ChIJPfRNNomH1y0RXuVPHv5SbP0,5eaccfc118a7d8b82a30a20503a7abef,1,2024-04-14,The people are not welcoming,0,1
ChIJSxSTIefraS4RBNuyD8UxFb8,556d36321f5ba76f42faa99b7e5e2931,1,2021-05-15,"The chicken was really hard like it had been for a long time, the rice was also hard, not delicious",0,1
ChIJJ7Tjx3rseC4ROm6dsmuzP4k,6b007f3b176f829f6a70d575b1c2406f,3,2022-05-14,theres quite a lot,0,0
ChIJ6yCGxeR91y0RqS8qdBjWtjs,80042ecc77e5b5d7fcc74d761acbc2b9,1,2023-05-14,"The service is very poor. Waited 30 minutes, only the drink came. Ordered Indomie crushed chicken, but the only thing that came was Indomie and didnt have crushed chicken",0,1
ChIJFyiIYrheby4R6qknvoFz_Z4,593e14c5595e209efc852cabcb3e6507,2,2022-05-11,not bad,0,0
ChIJw8TSjMT7aS4Rr09ktFZ6aJ0,87d5dc47fc40843c2d1dd4a99d2e3372,3,2023-05-14,"The food is quite delicious, especially Soto Kudus. But it seems, they are no longer as complete and busy as they were a few years ago. Soto Suci is recommended...",0,1
ChIJ78JrDTKrey4RGdLulYrFzbY,4075fc4c71a3c4891cd18618c18ad5f6,3,2023-05-12,This is not bad,0,0
ChIJqyxAxUXzaS4R2pe2KWAtWbs,2bb953f0df5f8f6aae7751557504087f,3,2024-02-13,Parking is difficult.,0,1
ChIJyRtCBTdRei4RpCY8DDzOJqM,01e324d349e4108279db7a540a5ca327,1,2023-06-12,"The bad service was really annoying... when I bought it, the machine to cover the cup was broken... but instead of apologizing, instead of saying sorry, wait a minute, do you want to take it like this without closing it... when you asked for a solution, you answered really curtly",0,1
ChIJYVUUco27ey4R71OX9tniQ8g,d4a49d99ac397d9297ca70fe02b45a5f,1,2024-05-10,"If I can give no star I would. First we arrive asking for table they said they are full, but we saw the tables are empty. They said its reserved, alright so we find the table at terrace. The service was super bad, we have arrived 1:30pm, and asked for deposit 500 for 5 people (which is alright) but then they told us we only can order by 2:30pm. We said ok no problem, but then at 2:30 we want to order they said still cant order because they are busy cooking for the 20people who already reserved the table( FYI those 20people have not arrive yet, even late for their appointment). So I ask for the manager, they said manager is not around I ask for the assistant manager or supervisor also they are not around, again I ask who is on duty today, they said no one. They prefer to serve ghosts that dont know where they are yet rather than the customer who already in the restaurant and also already paid. I dont understand how come this kind of restaurant has a very bad service, this is the worse I ever had in my experience. You take the money but u starve us. If you served us, we would already be done eating before your ghosts guest arrived. If you cant manage a restaurant please just close it down. You are wasting our time and energy. So disappointed. Even after we left their ghost guests hasnt show up. We ended up left and starved.",0,1
ChIJ_-evnRL71y0R7hYyRMsYp1E,c914132090d4e634a13209a65c767210,3,2023-09-14,"first time entering papaya. From the parking lot its comfortable because there are parking attendants who direct it and its free. In my opinion, the goods are expensive and less complete than other supermarkets. Button batteries outside are sold for 20 thousand, here they are sold for 32 thousand, regular mendoan tempe is 4 thousand here, 5 thousand less. the others can be compared by themselves. Here they also sell Japanese food that just needs to be warmed up. price around 50 thousand and above. For me personally, this is too overpriced.",0,1
ChIJhz8G4W3laS4RhQjTTtKP8zM,76f039b4b3d4347ba2808f304e72bb43,3,2024-05-13,"For very busy places, large paid parking, lots of food and drink menu choices, for cash payments, QRIS debit and credit cards, for standard cafe prices, there is live music, the service is okay, friendly but the wait is a bit long, please improve the service. This place is very busy, first come first served seat, advice is to be given a waiting list for the queue.",0,1
ChIJ1fQ9c_fb1y0Rrhx32pgUCTw,2466a74b6f4c49c00d51bbc88673aa78,3,2021-05-14,Standard,0,0
ChIJuWC9yJ3zaS4RlYX5-EOfQoY,9c1d188675634903624d2fc090362764,1,2023-05-13,"Ive tried coming twice on different days. Its status is not clear. Intention to sell or not. The fence is open but there are no employees, it says Open. At the bell for 10 minutes no one came out. ..",0,1
ChIJcy8CDiZYei4R35zrj6KjtHw,6ebe1a95e4606fb9e91f9d0e99b8e380,3,2020-05-12,Mosquito,0,1
ChIJ683Y2CZYei4RHtG25Kj-rmY,8e10a2aac08f2e1015c0bcee4804023e,1,2023-05-12,Worst place to eat!!!,0,1
